tenure month,loan fee,loan,mobile transactions,mobile transactions value,mobile services,app users,TOTAL_INFLOW,SALARY_STATUS,TOTAL_OUTFLOW,age,gender,is_default
21,9.6,70680,1,0,1,0,1207000,0,666500,42,M,Y
21,9.6,17100,8,322000,4,0,337640,1,335458,39,F,Y
28,10.9,72375,15,584000,5,1,533600,1,982406,32,M,N
14,7.8,69625,0,0,0,0,55701,0,12433,38,F,N
21,9.6,13794,1,0,1,0,151210,1,151220,48,M,N
5,4.7,26700,21,411500,5,0,340000,0,581271,22,M,N
5,4.7,10680,21,411500,5,0,340000,0,581271,22,M,N
1,2.7,5200,21,411500,5,0,340000,0,581271,22,M,N
28,10.9,4632,0,0,0,0,1147076,1,647328,29,F,N
21,9.6,71250,6,102000,3,0,57000,0,156800,38,M,N
28,10.9,72375,16,349000,2,0,897200,1,1639260,32,M,N
28,10.9,12738,8,9100,3,0,23580,0,23542,25,M,Y
28,10.9,4632,21,686000,4,0,452025,1,2714689,27,F,Y
21,9.6,45600,6,183000,4,0,1417813,1,2559700,26,M,N
2,4.7,1229.268,0,0,0,0,452000,0,51300,27,M,Y
28,10.9,5790,0,0,0,0,0,0,0,32,M,N
7,6.6,54800,19,2240500,6,0,3232547,1,3851435,26,M,N
28,10.9,90324,3,57000,2,0,130375,0,130475,32,F,N
14,7.8,12254,30,108000,3,1,277980,0,277980,25,M,Y
21,9.6,30153,35,1970533,7,1,4865012,1,4887595,33,M,Y
5,4.7,5340,38,732000,6,0,1312496,0,1893280,23,M,N
14,7.8,44560,28,5569500,5,0,12686470,0,12742272,35,M,Y
5,4.7,12816,19,247300,4,0,331723,0,299751,33,M,Y
21,9.6,26220,63,370300,6,1,1812398,1,1762047,37,M,Y
14,7.8,6684,6,10000,2,0,116412,0,115469,33,F,Y
21,9.6,89062.5,5,7000,2,0,300250,0,189900,22,F,N
2,4.7,6942,32,130000,8,1,278106,0,297045,25,M,N
2,4.7,1063.1086,32,130000,8,1,278106,0,297045,25,M,N
14,7.8,25622,1,0,1,0,866280,0,808460,32,F,N
21,9.6,22800,19,37250,5,1,815723,0,721875,21,M,N
21,9.6,45600,0,0,0,0,72000,0,54000,37,F,Y
14,7.8,14352.776,40,136000,6,0,583661,0,439741,35,M,Y
5,4.7,21360,0,0,0,0,229500,0,228214,24,F,N
1,2.7,12584,3,52000,2,0,261400,0,71451,31,M,N
1,2.7,12584,3,52000,2,0,261400,0,71451,31,M,N
1,2.7,11440,3,52000,2,0,261400,0,71451,31,M,N
28,10.9,90324,36,83000,6,0,704257,1,961813,38,F,Y
6,6.6,5648.784,35,384000,4,0,883668,0,481288,52,M,Y
21,9.6,11400,0,0,0,0,45000,0,32452,20,M,Y
14,7.8,135908,53,86500,6,1,2087517,0,1973111,28,M,N
14,7.8,135908,53,86500,6,1,2087517,0,1973111,28,M,N
21,9.6,13680,1,0,1,0,33680,0,51651,39,M,N
2,4.7,14441.197,58,5454000,6,0,7115000,1,5649822,38,M,N
28,10.9,9264,3,0,1,0,75000,0,119852,21,F,N
28,10.9,9264,0,0,0,0,171580,0,158880,37,M,Y
27,10.9,46320,20,27000,3,1,500880,0,498036,24,M,N
28,10.9,23160,17,711500,5,0,4643231,0,8869000,32,F,N
28,10.9,11580,10,470000,2,0,1240381,1,1251604,40,M,Y
21,9.6,26220,8,80000,5,0,332800,0,336750,25,M,N
28,10.9,57900,111,1714000,3,1,2972089,1,2680989,36,M,Y
5,4.7,21360,1,24000,1,0,7863148,0,9403114,21,M,Y
14,7.8,12254,3,0,1,0,468709,1,464407,43,F,N
14,7.8,86892,10,23000,2,0,840600,0,1576986,26,M,N
21,9.6,68400,10,23000,2,0,840600,0,1576986,26,M,N
21,9.6,26220,5,448000,3,0,481872,1,481820,30,F,Y
2,4.7,1320.9024,27,317000,6,1,600000,0,417313,21,M,Y
2,4.7,6759.1477,15,115000,4,0,1157014,1,1016898,41,M,N
21,9.6,9120,1,1500,1,0,1941622,1,2146623,31,M,N
21,9.6,57000,0,0,0,0,0,0,0,40,M,Y
28,10.9,57900,4,5000,2,0,33920,0,28280,51,M,N
14,7.8,22280,1,0,1,0,210810,1,211540,25,M,Y
28,10.9,12738,6,876000,3,0,905380,1,905118,40,M,Y
14,7.8,33420,8,33000,3,0,341200,0,393000,43,M,Y
7,6.6,10960,1,8000,1,0,48000,0,27128,26,M,Y
5,4.7,53400,24,2460000,5,0,2060000,0,2706038,50,M,Y
28,10.9,57900,1,6000,1,0,617033,1,613020,45,M,N
28,10.9,57900,51,1039271.19,8,1,1560000,0,1449658,33,M,N
21,9.6,68400,3,0,1,0,1199500,0,1130124,42,F,Y
1,4.7,1834.557,1,0,1,0,420000,0,417634,25,M,N
7,6.6,13152,6,10000,2,0,127214,0,214199,25,F,Y
28,10.9,72375,3,47000,2,0,57900,0,175900,26,M,N
7,6.6,65760,4,0,1,0,38274800,0,39283560,45,M,N
21,9.6,89062.5,37,575000,6,0,2421957,1,5030348,31,M,Y
28,10.9,11580,8,113000,4,0,43,0,130410,46,M,N
21,9.6,39900,60,157600,4,0,0,0,210800,54,M,Y
28,10.9,11580,5,690000,2,1,700000,0,700700,23,M,Y
5,4.7,21360,3,3000,2,0,53798,0,54242,25,F,Y
21,9.6,35625,3,0,1,0,360500,0,179100,40,M,Y
28,10.9,90324,4,0,1,0,180275,0,78675,55,M,Y
28,10.9,10190.4,2,7000,2,0,134821,0,1579084,28,M,N
14,7.8,7241,4,20000,2,0,41703,0,35956,40,M,N
21,9.6,22800,4,42000,3,0,296100,0,228475,48,M,N
14,7.8,15596,17,21500,6,0,101090,0,102299,23,M,Y
28,10.9,81060,20,181000,3,1,859375,0,1200110,42,M,N
14,7.8,11140,5,8000,3,0,574200,1,362761,52,M,N
28,10.9,57900,36,730080,7,1,819250,0,919817,30,M,N
27,10.9,90324,2,0,1,0,183400,0,174900,44,F,N
28,10.9,9264,4,6390,2,0,478240,1,478240,34,M,N
21,9.6,57000,0,0,0,0,319600,1,323300,53,F,N
21,9.6,13680,4,15000,2,0,488940,0,819291,40,F,Y
1,2.7,81120,24,236100,5,1,8471325,0,10100332,47,M,Y
28,10.9,57900,0,0,0,0,0,0,0,30,M,N
14,7.8,24508,4,9500,3,0,16357,0,16357,50,M,Y
28,10.9,57900,3,0,1,0,106320,0,111351,25,M,Y
21,9.6,13794,4,4000,2,1,422536,1,426976,26,M,N
14,7.8,29465.3,6,415000,3,0,1554902,0,956662,44,F,N
28,10.9,8106,1,0,1,0,11580,0,10244,40,M,Y
21,9.6,22800,28,146500,4,0,500000,0,649200,24,M,N
28,10.9,11580,1,0,1,0,130000,0,151800,31,M,N
28,10.9,36187.5,7,156000,4,0,28950,0,250960,26,F,Y
2,4.7,1547.532,6,465000,2,0,675161,1,686742,32,M,Y
28,10.9,89166,21,151000,3,0,328400,0,465000,49,M,Y
7,6.6,16046.536,1,0,1,0,39621,0,36005,54,M,Y
14,7.8,86892,15,0,1,0,985625,0,726719,36,M,Y
2,4.7,1158.3208,6,7500,2,0,32917,0,61118,20,M,N
2,4.7,1957.345,6,7500,2,0,32917,0,61118,20,M,Y
28,10.9,69480,44,2696000,3,1,7303449,1,7200800,32,M,N
28,10.9,90468.75,20,768500,4,0,280469,0,1166738,54,M,N
21,9.6,26220,3,45000,2,0,418828,1,585140,25,M,Y
21,9.6,12540,3,3000,3,0,281140,1,180831,29,M,N
7,6.6,85625,3,0,1,0,1943389,0,2089252,34,M,Y
7,6.6,68500,3,0,1,0,1943389,0,2089252,34,M,Y
2,4.7,7545.6016,5,963000,3,0,3299405,1,3611556,52,M,Y
28,10.9,26634,22,108914.8,5,1,362160,1,160046,32,F,Y
2,4.7,1516.3144,15,101500,5,0,1785900,0,1766229,23,M,N
28,10.9,57900,2,30000,2,0,0,0,34400,22,M,Y
21,9.6,139080,24,5400,2,1,304124,0,281125,30,M,N
1,2.7,52000,24,5400,2,1,304124,0,281125,30,M,Y
28,10.9,19686,4,9500,2,0,145000,0,155750,25,F,N
2,4.7,2072.422,13,22000,4,1,216869,1,246574,29,M,Y
28,10.9,11580,0,0,0,0,0,0,0,36,F,Y
21,9.6,71250,7,58000,3,0,57000,0,71995,34,F,Y
21,9.6,68400,2,0,1,0,415600,0,438700,56,M,N
2,4.7,1026.0062,9,299000,3,0,589427,1,592368,34,M,N
7,6.6,28496,2,0,1,0,286008,0,285759,31,F,N
7,6.6,68500,0,0,0,0,505700,0,389600,42,M,Y
14,7.8,18938,1,0,1,0,1039400,0,1347870,27,M,N
21,9.6,57000,3,33000,2,0,190000,0,94150,39,M,Y
21,9.6,26220,6,37000,3,0,800050,1,88000,39,M,Y
2,4.7,16079.5517,0,0,0,0,1363530,1,1319300,31,M,N
5,4.7,3204,52,361500,7,0,526788,1,608119,30,M,N
2,4.7,2868.7548,52,361500,7,0,526788,1,608119,30,M,Y
7,6.6,13152,52,361500,7,0,526788,1,608119,30,M,Y
5,4.7,1068,52,361500,7,0,526788,1,608119,30,M,Y
2,4.7,2001.9019,52,361500,7,0,526788,1,608119,30,M,Y
5,4.7,2136,52,361500,7,0,526788,1,608119,30,M,N
5,4.7,1068,52,361500,7,0,526788,1,608119,30,M,N
5,4.7,4272,52,361500,7,0,526788,1,608119,30,M,N
5,4.7,1068,52,361500,7,0,526788,1,608119,30,M,Y
14,7.8,2228,5,5500,3,0,0,0,198765,24,F,N
21,9.6,71250,5,150000,2,0,57900,0,309172,49,M,Y
21,9.6,71250,25,780000,5,0,3188719,1,2973854,33,M,N
21,9.6,13680,8,42222,3,1,630000,0,644001,35,M,Y
2,4.7,37925.6092,3,16000,1,0,1350049,0,932698,26,M,N
21,9.6,71250,6,665000,3,0,115029,0,1232150,25,M,N
28,10.9,72375,87,720000,4,1,1423452,1,1407914,30,M,Y
1,2.7,15226.64,5,0,1,0,506751,1,507040,27,M,Y
14,7.8,20052,0,0,0,0,2450569,1,2198873,29,M,Y
14,7.8,25622,5,102000,3,0,142800,0,136600,50,M,N
21,9.6,13680,0,0,0,0,42540,0,46155,48,M,N
28,10.9,14011.8,4,8000,3,0,24318,0,24068,30,M,N
5,4.7,21360,27,605000,3,0,5929667,1,5410200,32,F,N
28,10.9,69480,35,55101.86,6,0,140708286,0,157694149,37,M,N
14,7.8,108788.784,2,0,1,0,322549,1,213988,40,M,Y
21,9.6,22800,6,4000,2,0,948300,0,1398153,44,M,Y
21,9.6,88920,17,125700,6,0,300250,0,199350,32,F,Y
21,9.6,57000,5,905000,2,0,1216512,0,1062857,40,F,N
28,10.9,11580,32,264500,6,1,503000,0,369922,24,F,Y
2,4.7,7531.9739,0,0,0,0,0,0,0,37,M,N
28,10.9,12159,5,50000,2,0,66255,1,64196,27,M,Y
28,10.9,57900,24,4400412.5,5,1,10482013,1,10476757,32,M,Y
28,10.9,57900,0,0,0,0,0,0,0,28,M,N
21,9.6,11400,0,0,0,0,0,0,0,57,M,N
28,10.9,14011.8,7,158000,2,0,271112,1,333610,29,F,Y
2,4.7,3150.6,2,0,1,0,548562,1,547600,25,M,Y
2,4.7,3150.6,2,0,1,0,548562,1,547600,25,M,N
2,4.7,2082.6,2,0,1,0,548562,1,547600,25,M,Y
2,4.7,2808.8507,2,0,1,0,548562,1,547600,25,M,N
2,4.7,5913.1956,17,167500,3,0,0,0,643710,43,M,Y
28,10.9,34740,14,157000,3,0,957900,0,1181300,47,M,N
28,10.9,72375,4,97000,2,0,107900,0,120500,37,M,Y
7,6.6,10960,3,15000,3,0,1074000,0,1069318,31,M,Y
28,10.9,57900,22,1200000,7,0,1124986,0,1785812,22,M,Y
21,9.6,13680,3,18000,3,0,34894,0,34534,34,M,Y
14,7.8,69068,8,138800,3,0,3041023,1,2943011,34,M,Y
21,9.6,71250,3,0,1,0,0,0,211000,50,M,Y
14,7.8,22280,15,94500,3,0,474166,1,434770,38,M,N
7,6.6,9644.8,0,0,0,0,0,0,351,30,M,Y
21,9.6,30153,2,0,1,0,114720,0,114650,23,M,Y
5,4.7,24564,12,80000,2,0,1743830,1,1324463,27,M,N
14,7.8,13479.4,18,466500,4,0,795273,1,1059078,36,M,N
21,9.6,26220,14,205000,4,0,834588,0,468420,28,M,Y
21,9.6,12540,3,12000,2,0,510000,0,523546,23,M,Y
14,7.8,86892,4,0,1,0,255325,0,256725,41,M,N
14,7.8,86892,4,0,1,0,255325,0,256725,41,M,N
21,9.6,12540,1,0,1,0,447400,1,447147,26,M,N
21,9.6,57000,50,1119500,4,1,1448378,1,1661273,30,M,Y
28,10.9,18649.59,9,454000,3,0,1423017,1,1422498,24,M,Y
14,7.8,25622,68,970400,4,0,1564049,1,1784062,37,M,N
14,7.8,86892,23,1132000,4,0,2270581,1,2362834,31,F,N
28,10.9,72375,30,771365.9,4,1,462900,0,2257666,38,M,Y
21,9.6,57000,27,1383000,4,0,1110000,0,1513150,31,M,Y
28,10.9,26634,4,0,1,1,93160,0,92875,26,M,Y
21,9.6,11400,14,64000,5,0,445698,0,438122,23,F,Y
21,9.6,13794,4,42000,2,0,73500,0,73028,50,M,Y
2,4.7,26069.9014,17,339000,2,0,98700,0,546150,29,F,Y
2,4.7,2009.5808,11,0,1,0,57752400,0,57155100,37,M,Y
28,10.9,18528,19,579300,5,1,847800,0,846700,32,M,N
28,10.9,11580,30,70847.46,5,1,704000,0,788700,24,M,Y
14,7.8,69625,14,10874000,3,0,93669800,0,93671300,40,M,N
28,10.9,90324,10,120000,3,0,141796,0,197546,48,M,N
14,7.8,16710,3,0,1,0,1085942,1,1091347,33,M,N
28,10.9,36477,53,209000,4,1,779592,1,1118358,27,M,N
21,9.6,14820,5,18000,2,0,36510,0,35643,45,F,N
7,6.6,10960,0,0,0,0,0,0,0,27,M,N
14,7.8,11140,0,0,0,0,0,0,0,27,M,Y
7,6.6,166592,13,320000,3,0,649020,0,638433,41,M,N
21,9.6,71250,5,38000,2,0,70160,0,69070,25,F,N
14,7.8,69625,1,0,1,0,117000,0,138660,42,M,Y
21,9.6,111150,4,2000,2,0,594558,0,592316,26,M,N
21,9.6,45858.78,9,0,1,0,350579,0,302477,57,F,N
28,10.9,72375,11,93000,4,0,57900,0,99600,37,M,N
21,9.6,70680,27,1600,2,1,86400,0,75906,24,M,Y
14,7.8,5347.2,21,82500,3,0,907877,1,930329,27,M,N
21,9.6,26220,3,15000,2,0,22800,0,22825,33,F,N
5,4.7,53400,2,7000,2,1,550000,0,550300,30,M,Y
14,7.8,22280,0,0,0,0,0,0,0,41,M,N
21,9.6,5700,4,3500,1,0,309665,1,306800,40,M,N
7,6.6,68500,1,0,1,0,9524424,0,9617378,42,M,Y
2,4.7,4354.535,16,220000,4,0,1220472,1,1026295,40,F,N
28,10.9,11580,3,2000,2,0,20000,0,40665,26,M,Y
28,10.9,12738,5,221000,4,0,241352,1,242473,30,M,N
1,2.7,41600,4,550000,3,0,640700,0,632809,39,M,Y
2,4.7,3646.1413,5,172200,5,0,1209332,1,1121571,37,M,N
28,10.9,23160,0,0,0,0,2310180,0,2375660,45,M,N
14,7.8,8912,0,0,0,0,30960,0,31885,46,M,Y
5,4.7,12922.8,6,36000,3,0,444120,0,472623,23,F,N
21,9.6,68400,6,74000,4,0,854962,1,868200,39,F,N
21,9.6,71250,7,30000,2,1,162000,0,205050,44,M,N
2,4.7,2029.2,18,33000,4,0,249716,0,214682,46,M,N
2,4.7,1386.0077,18,33000,4,0,249716,0,214682,46,M,Y
2,4.7,1297.7588,18,33000,4,0,249716,0,214682,46,M,Y
21,9.6,12540,1,0,1,0,289800,1,351600,41,M,Y
2,4.7,310.1365,9,327500,3,0,767448,1,709500,47,M,N
1,2.7,156000,15,85000,3,0,785424,0,793311,22,M,Y
1,2.7,156000,15,85000,3,0,785424,0,793311,22,M,N
1,2.7,156000,15,85000,3,0,785424,0,793311,22,M,Y
14,7.8,9803.2,13,163650,5,0,248394,1,248895,22,M,Y
5,4.7,53400,11,250000,2,0,7720000,0,8016968,50,F,Y
2,4.7,7102.168,12,241500,4,0,528991,1,760615,39,M,Y
28,10.9,90324,8,423000,5,0,769480,0,781168,30,M,N
14,7.8,34534,14,111000,2,0,248338,0,287720,38,F,N
28,10.9,23160,1,0,1,0,678000,0,777400,30,M,Y
28,10.9,18528,2,20000,2,0,142800,0,129350,26,F,N
2,4.7,2082.6,12,31500,2,0,443000,0,1134600,29,M,Y
2,4.7,1843.0476,12,31500,2,0,443000,0,1134600,29,M,N
21,9.6,3420,12,31500,2,0,443000,0,1134600,29,M,N
14,7.8,3342,12,31500,2,0,443000,0,1134600,29,M,N
5,4.7,15592.8,1,9000,1,0,881140,0,873780,38,F,Y
5,4.7,14215.08,1,9000,1,0,881140,0,873780,38,F,N
1,2.7,12584,1,9000,1,0,881140,0,873780,38,F,Y
5,4.7,11748,1,9000,1,0,881140,0,873780,38,F,N
21,9.6,173280,22,1160000,3,0,4995000,1,3691162,43,M,N
21,9.6,15960,25,340000,5,0,3420297,1,3252463,35,M,N
21,9.6,26220,4,16500,2,0,3522800,0,3522800,28,M,Y
21,9.6,29640,2,0,1,0,49220,0,47670,42,M,Y
28,10.9,22928.4,4,17000,3,0,22800,0,22801,31,M,N
21,9.6,57000,14,1084000,4,0,8038000,0,7782800,45,M,N
21,9.6,12540,4,429000,2,0,458653,1,453100,26,M,N
14,7.8,50130,35,730000,2,1,432217,0,541598,25,M,Y
28,10.9,4632,19,1241000,3,0,1127752,1,1321220,38,M,N
28,10.9,25476,8,264700,4,0,539506,0,539138,22,M,Y
28,10.9,57900,11,45000,2,0,200000,0,388100,52,M,N
28,10.9,57900,0,0,0,0,144000,0,91247,29,M,N
2,4.7,6930.6044,16,487000,3,0,0,0,508508,41,M,Y
1,4.7,625.1431,6,6000,1,0,1860000,0,1873665,35,F,N
21,9.6,22800,6,6000,1,0,1860000,0,1873665,35,F,N
7,6.6,12604,1,40000,1,0,91400,0,89715,28,F,Y
5,4.7,10680,8,186000,4,0,815000,0,813041,27,M,Y
28,10.9,8106,0,0,0,0,0,0,0,30,M,N
2,4.7,2081.532,0,0,0,0,0,0,0,30,M,N
2,4.7,7933.4137,5,65000,5,0,544723,1,493360,31,M,N
21,9.6,111327.84,33,1387694.92,5,0,2997118,1,3471031,35,M,Y
21,9.6,11400,0,0,0,0,0,0,0,41,M,N
2,4.7,563.6477,9,7500,3,0,133500,0,94379,25,F,Y
21,9.6,30153,1,0,1,0,51220,0,50670,44,M,N
21,9.6,11400,3,18000,1,0,0,0,12550,27,M,N
28,10.9,11580,3,5500,2,0,420000,0,416905,28,M,Y
21,9.6,71250,1,45000,1,0,57900,0,58700,33,F,N
21,9.6,23940,5,34000,3,0,257792,0,257792,52,M,Y
21,9.6,61560,3,0,1,1,538178,1,538750,33,M,Y
21,9.6,13110,1,0,1,0,11400,0,12546,43,F,N
21,9.6,51300,13,217000,3,0,100000,0,236650,52,M,N
5,4.7,42292.8,26,241500,3,0,743258,0,863845,23,M,N
7,6.6,43401.6,26,241500,3,0,743258,0,863845,23,M,Y
21,9.6,57000,12,3045000,3,0,5521900,0,5521901,32,M,N
21,9.6,88920,8,40000,2,0,295308,0,384825,38,F,Y
21,9.6,88920,9,0,1,0,5256788,0,4161855,49,M,Y
2,4.7,1505.8907,0,0,0,0,0,0,0,28,F,N
21,9.6,34676.52,4,26000,2,0,162527,1,166983,48,M,Y
14,7.8,22280,6,37000,2,0,1525467,1,1719040,32,M,N
21,9.6,89062.5,62,12644000,6,0,24576068,0,23960693,48,M,Y
14,7.8,55700,0,0,0,0,807000,0,350800,28,M,N
2,4.7,5691.5642,16,388500,6,1,618490,0,436572,36,M,N
21,9.6,13680,40,512800,9,1,1926133,1,2119884,33,M,N
7,6.6,10960,40,512800,9,1,1926133,1,2119884,33,M,Y
21,9.6,57000,13,215000,4,0,0,0,199400,34,M,N
28,10.9,12738,8,7200,2,1,20844,0,18544,28,M,Y
5,4.7,83304,4,65000,2,0,185325,0,183623,34,M,Y
5,4.7,51264,12,62000,3,0,136667,0,141516,50,F,Y
5,4.7,41652,12,62000,3,0,136667,0,141516,50,F,N
28,10.9,23160,2,23000,1,0,50000,0,53901,23,M,Y
28,10.9,34740,8,14000,2,0,36,0,118150,23,M,Y
5,4.7,10680,8,14000,2,0,36,0,118150,23,M,N
28,10.9,176595,38,1867000,6,1,1955708,0,2187165,27,M,Y
1,2.7,126880,38,1867000,6,1,1955708,0,2187165,27,M,Y
1,2.7,100880,38,1867000,6,1,1955708,0,2187165,27,M,N
1,2.7,158080,38,1867000,6,1,1955708,0,2187165,27,M,N
1,2.7,158080,38,1867000,6,1,1955708,0,2187165,27,M,N
1,2.7,81120,38,1867000,6,1,1955708,0,2187165,27,M,N
1,2.7,65000,38,1867000,6,1,1955708,0,2187165,27,M,Y
14,7.8,17824,2,21000,2,0,417428,1,148284,28,F,N
21,9.6,11400,10,720000,4,0,1340000,0,772756,28,M,Y
5,4.7,27700.716,14,0,1,0,933849,0,761986,40,M,N
5,4.7,27700.716,14,0,1,0,933849,0,761986,40,M,N
1,2.7,26967.2,14,0,1,0,933849,0,761986,40,M,N
28,10.9,26634,8,5000,2,0,2922280,0,1504360,58,M,N
21,9.6,110580,32,1948508.47,5,1,390448,0,2323318,37,M,Y
28,10.9,57900,0,0,0,0,120000,0,0,24,M,Y
28,10.9,57900,12,80000,3,0,789240,1,853240,29,M,Y
21,9.6,89062.5,3,48000,2,0,168560,0,180668,29,F,N
28,10.9,90324,2,2500,2,0,132375,0,132525,28,F,Y
2,4.7,2365.5773,0,0,0,0,210000,0,0,35,M,Y
2,4.7,55999.9392,8,1930000,2,1,3694246,1,4151492,43,M,Y
14,7.8,8912,45,922400,6,1,1535368,0,2084399,30,M,Y
21,9.6,30153,5,0,1,0,353020,0,352320,34,M,N
21,9.6,26220,1,0,1,0,22800,0,22800,39,M,Y
2,4.7,5931.8108,6,568500,1,0,602600,0,767000,25,M,Y
28,10.9,15412.98,3,9500,2,0,51334,0,51334,49,M,Y
21,9.6,11400,8,14200,4,0,20000,0,235937,24,M,N
14,7.8,55700,26,2182000,6,1,5367444,1,5625312,26,M,N
14,7.8,108058,9,260000,3,0,533440,0,444892,40,F,N
28,10.9,11580,3,1000,2,0,152016,0,151870,27,F,Y
21,9.6,68400,0,0,0,0,57000,0,57000,48,M,N
5,4.7,24564,69,5111932.2,6,1,7259817,0,6589086,56,M,Y
5,4.7,21360,69,5111932.2,6,1,7259817,0,6589086,56,M,N
14,7.8,79316.8,12,510508.47,3,0,2770536,1,2801817,35,M,Y
21,9.6,13794,2,0,1,0,72540,0,72020,34,M,Y
21,9.6,139080,51,3359000,6,1,7413360,0,7559235,33,M,Y
14,7.8,55700,69,6111325.76,11,1,11382554,1,8767983,37,M,Y
2,4.7,1761.5272,5,88000,2,0,450997,1,766200,32,M,Y
28,10.9,26634,4,0,1,1,423160,0,641986,36,F,N
1,2.7,10400,7,560000,4,1,3000000,0,2982403,52,F,N
21,9.6,89062.5,17,38000,4,1,231050,0,210050,35,M,Y
21,9.6,22800,0,0,0,0,505130,1,521440,56,M,Y
7,6.6,17651.08,10,55000,2,0,120437,0,129324,39,M,N
14,7.8,22280,12,2303500,4,0,3945560,1,4947852,37,M,N
14,7.8,167100,13,5000,2,1,736610,0,758064,45,M,N
20,9.6,89062.5,3,0,1,0,322150,0,320822,24,M,Y
21,9.6,88920,1,0,1,0,196250,0,190941,51,F,N
28,10.9,12738,2,7500,2,0,11400,0,11100,29,M,Y
28,10.9,11580,4,390000,2,0,520112,1,517350,35,M,N
21,9.6,12540,8,370000,2,0,1283578,1,1087581,43,M,Y
28,10.9,72375,8,20000,2,0,596040,0,595019,31,M,N
21,9.6,110580,8,132000,3,0,275170,0,313714,40,M,Y
14,7.8,29465.3,19,260000,4,0,3355395,1,3314446,54,M,N
14,7.8,66840,1,0,1,0,94560,0,382220,41,M,Y
28,10.9,9264,33,319850,7,1,337560,1,339560,27,F,Y
7,6.6,16669.064,6,30000,2,0,118188,0,76252,32,M,Y
14,7.8,69625,93,48789200,5,0,49031000,0,49019510,45,M,N
20,9.6,26220,14,196000,4,0,890514,1,293174,36,M,N
14,7.8,22280,0,0,0,0,2090000,0,2090100,49,M,N
28,10.9,57900,0,0,0,0,200000,0,197870,30,M,Y
27,10.9,30108,38,278087.92,6,1,1538703,1,1741296,36,M,Y
28,10.9,26634,38,278087.92,6,1,1538703,1,1741296,36,M,N
28,10.9,71796,0,0,0,0,998264,1,993052,38,M,N
5,4.7,52118.4,26,1807000,6,0,878323,1,2064953,33,M,Y
1,2.7,32500,26,1807000,6,0,878323,1,2064953,33,M,Y
1,2.7,26000,26,1807000,6,0,878323,1,2064953,33,M,N
5,4.7,41652,26,1807000,6,0,878323,1,2064953,33,M,Y
5,4.7,10338.24,18,16500,4,0,9948914,1,9960578,30,M,N
1,4.7,410.8489,17,27900,3,0,738488,1,655999,38,M,N
7,6.6,25208,15,61000,4,0,731360,1,462380,31,M,N
28,10.9,12738,18,15500,4,1,326531,1,399410,31,M,N
21,9.6,9120,2,10000,2,0,22280,0,22280,45,F,N
14,7.8,86892,5,0,1,0,2331250,0,1329450,51,M,N
21,9.6,71250,1,0,1,0,11930000,0,12931613,41,M,N
21,9.6,57000,3,140000,2,0,291876,1,291876,29,M,Y
2,4.7,3167.4851,5,0,1,0,66000,0,61350,22,M,N
2,4.7,1400.8102,52,6089000,7,1,1106549,1,7839105,31,M,N
14,7.8,169983.032,146,2081900,8,1,4696608,0,5145866,35,M,Y
1,2.7,158691.52,146,2081900,8,1,4696608,0,5145866,35,M,N
0,2.7,10400,0,0,0,0,198000,0,145311,22,M,Y
7,6.6,42744,11,224500,3,0,862663,0,655361,42,M,N
14,7.8,11140,4,1125000,1,0,1215454,1,1214950,47,M,N
2,4.7,5878.2293,8,482000,4,0,2762628,1,2011366,32,M,Y
14,7.8,8912,13,67500,4,0,2852140,0,2672574,23,M,N
28,10.9,90439.8,36,25500,4,1,755775,0,1027125,26,M,Y
14,7.8,22280,0,0,0,0,22280,0,4081,41,F,Y
28,10.9,18093.75,0,0,0,0,510000,0,579650,29,M,N
21,9.6,26220,7,72000,2,0,1162800,0,1111900,44,M,Y
2,4.7,3150.6,14,31000,2,0,5641412,0,3648052,27,F,Y
2,4.7,1796.376,14,31000,2,0,5641412,0,3648052,27,F,N
21,9.6,17100,10,266000,2,0,434363,1,457901,28,F,N
21,9.6,34200,10,266000,2,0,434363,1,457901,28,F,Y
28,10.9,11580,0,0,0,0,100000,0,91300,33,M,Y
21,9.6,71250,25,4410000,2,1,24001000,0,22769628,45,M,Y
7,6.6,54800,29,158000,4,0,1734000,0,1694300,28,M,N
28,10.9,57900,17,18780,3,1,84740,0,122905,21,M,N
28,10.9,57900,4,300000,2,0,839921,1,751860,25,M,N
14,7.8,10026,17,419000,3,0,560960,0,626720,32,M,N
2,4.7,1200.133,17,419000,3,0,560960,0,626720,32,M,Y
28,10.9,176696.904,16,115000,2,0,1976386,0,1695867,25,F,Y
7,6.6,42744,4,1000,2,0,364014,0,563536,31,M,Y
28,10.9,71796,3,4500,2,1,57900,0,62147,22,M,N
20,9.6,12540,1,8000,1,0,11580,0,11380,22,M,N
28,10.9,72375,47,190608.47,4,1,461400,0,970939,32,M,N
21,9.6,11400,9,369000,2,1,397678,1,386700,28,M,N
2,4.7,13394.9521,5,89000,2,0,355000,0,386300,36,M,N
2,4.7,18757.9568,57,2091000,5,0,53851000,0,53372538,33,M,Y
14,7.8,13368,14,64500,5,0,3862196,0,3823652,31,M,Y
7,6.6,5480,0,0,0,0,0,0,0,39,F,Y
7,6.6,14120.864,11,26000,4,0,531159,1,491395,41,M,Y
1,2.7,12168,11,26000,4,0,531159,1,491395,41,M,N
1,2.7,11024,11,26000,4,0,531159,1,491395,41,M,Y
1,2.7,13395.2,11,26000,4,0,531159,1,491395,41,M,N
